run,seed,agent_steps,iteration,phase,n_fit,n_test,source,layer,factor,probe_type,json_pointer,mse,target_variance,global_mse_ratio,r_squared,global_r2,null_mse,null_target_variance,null_r_squared,null_global_r2,selected_rcond,cv_folds,cv_validation_mse
token_cycle_1_context,42,2513610,76,final,20000,20000,experiments/strata_token_guess_cycle_1/ppo/results/20260909T061802Z-7d4e2248/checkpoint_probes/steps_002513610/probe_battery.json,control,strata,train_mean,/controls/train_mean/strata,0.09595638360300797,0.09555247831576143,1.004227051923361,-0.004227051923360925,-0.004227051923360925,0.06308358673254315,0.062195463140271204,-0.014279555894116225,-0.014279555894116225,,,
token_cycle_2,42,0,0,initial,20000,20000,experiments/strata_token_guess_cycle_2/ppo/results/20260909T083950Z-45ea794b/checkpoint_probes/steps_000000000/probe_battery.json,layer_1,strata,probe_fits,/layers/layer_1/probe_fits/strata,0.05065955383262034,0.15499401324917533,0.3268484554379385,0.6731515445620615,0.6731515445620615,0.10015113995649677,0.19624504636774986,0.489662838322959,0.489662838322959,1e-15,10,"{""0.0001"": 0.049251911615008984, ""0.01"": 0.05935015258441097, ""1e-06"": 0.048740753281229586, ""1e-08"": 0.048740753281229586, ""1e-10"": 0.048740753281229586, ""1e-15"": 0.048740753281229586}"
token_cycle_2,42,0,0,initial,20000,20000,experiments/strata_token_guess_cycle_2/ppo/results/20260909T083950Z-45ea794b/checkpoint_probes/steps_000000000/probe_battery.json,layer_1,strata,shuffled_training_labels,/layers/layer_1/shuffled_training_labels/strata,0.15628652121714456,0.15499401324917533,1.0083390831740793,-0.008339083174079276,-0.008339083174079276,0.19924047991543223,0.19624504636774986,-0.015263740935753889,-0.015263740935753889,0.01,10,"{""0.0001"": 0.1542523068595198, ""0.01"": 0.15405299606327666, ""1e-06"": 0.15462205865046078, ""1e-08"": 0.15462205865046078, ""1e-10"": 0.15462205865046078, ""1e-15"": 0.15462205865046078}"
token_cycle_2,42,0,0,initial,20000,20000,experiments/strata_token_guess_cycle_2/ppo/results/20260909T083950Z-45ea794b/checkpoint_probes/steps_000000000/probe_battery.json,layer_2,strata,probe_fits,/layers/layer_2/probe_fits/strata,0.025732214226901248,0.15499401324917533,0.16602069775129305,0.833979302248707,0.833979302248707,0.052342094746672035,0.19624504636774986,0.7332819568419244,0.7332819568419244,1e-15,10,"{""0.0001"": 0.024992427521753357, ""0.01"": 0.049398956720432353, ""1e-06"": 0.024987629486634536, ""1e-08"": 0.024987629486634536, ""1e-10"": 0.024987629486634536, ""1e-15"": 0.024987629486634536}"
token_cycle_2,42,0,0,initial,20000,20000,experiments/strata_token_guess_cycle_2/ppo/results/20260909T083950Z-45ea794b/checkpoint_probes/steps_000000000/probe_battery.json,layer_2,strata,shuffled_training_labels,/layers/layer_2/shuffled_training_labels/strata,0.15678354772782027,0.15499401324917533,1.0115458296816149,-0.011545829681615105,-0.011545829681614883,0.1990131349738714,0.19624504636774986,-0.0141052661320904,-0.0141052661320904,0.01,10,"{""0.0001"": 0.15459077610170896, ""0.01"": 0.15408235110261698, ""1e-06"": 0.15458985468708403, ""1e-08"": 0.15458985468708403, ""1e-10"": 0.15458985468708403, ""1e-15"": 0.15458985468708403}"
token_cycle_2,42,0,0,initial,20000,20000,experiments/strata_token_guess_cycle_2/ppo/results/20260909T083950Z-45ea794b/checkpoint_probes/steps_000000000/probe_battery.json,layer_3,strata,probe_fits,/layers/layer_3/probe_fits/strata,0.023338204915426885,0.15499401324917533,0.15057487980459824,0.8494251201954017,0.8494251201954017,0.05115975332087291,0.19624504636774986,0.7393067786026915,0.7393067786026915,1e-15,10,"{""0.0001"": 0.022407782661765647, ""0.01"": 0.04683453871951229, ""1e-06"": 0.022407782661765647, ""1e-08"": 0.022407782661765647, ""1e-10"": 0.022407782661765647, ""1e-15"": 0.022407782661765647}"
token_cycle_2,42,0,0,initial,20000,20000,experiments/strata_token_guess_cycle_2/ppo/results/20260909T083950Z-45ea794b/checkpoint_probes/steps_000000000/probe_battery.json,layer_3,strata,shuffled_training_labels,/layers/layer_3/shuffled_training_labels/strata,0.1563825931805195,0.15499401324917533,1.008958926233569,-0.008958926233568976,-0.008958926233568976,0.19841212050029208,0.19624504636774986,-0.01104269469549446,-0.01104269469549446,0.01,10,"{""0.0001"": 0.15455711961666882, ""0.01"": 0.1540964771080839, ""1e-06"": 0.15455711961666882, ""1e-08"": 0.15455711961666882, ""1e-10"": 0.15455711961666882, ""1e-15"": 0.15455711961666882}"
token_cycle_2,42,0,0,initial,20000,20000,experiments/strata_token_guess_cycle_2/ppo/results/20260909T083950Z-45ea794b/checkpoint_probes/steps_000000000/probe_battery.json,control,strata,current_visible_token,/controls/current_visible_token/strata,0.1058836277544457,0.15499401324917533,0.683146565049725,0.31685343495027496,0.31685343495027496,0.19772831038453073,0.19624504636774986,-0.00755822398697048,-0.00755822398697048,,,
token_cycle_2,42,0,0,initial,20000,20000,experiments/strata_token_guess_cycle_2/ppo/results/20260909T083950Z-45ea794b/checkpoint_probes/steps_000000000/probe_battery.json,control,strata,train_mean,/controls/train_mean/strata,0.15557137319727063,0.15499401324917533,1.0037250467678847,-0.0037250467678846544,-0.0037250467678846544,0.19775971898829406,0.19624504636774986,-0.007718271867641402,-0.007718271867641402,,,
token_cycle_2,42,2516889,76,final,20000,20000,experiments/strata_token_guess_cycle_2/ppo/results/20260909T083950Z-45ea794b/checkpoint_probes/steps_002516889/probe_battery.json,layer_1,strata,probe_fits,/layers/layer_1/probe_fits/strata,0.02199330969886362,0.15499401324917533,0.1418978013267273,0.8581021986732726,0.8581021986732726,0.05058350713392013,0.19624504636774986,0.7422431390235956,0.7422431390235956,1e-15,10,"{""0.0001"": 0.02179595784760701, ""0.01"": 0.03180292742560882, ""1e-06"": 0.021769858754767245, ""1e-08"": 0.021769858754767245, ""1e-10"": 0.021769858754767245, ""1e-15"": 0.021769858754767245}"
token_cycle_2,42,2516889,76,final,20000,20000,experiments/strata_token_guess_cycle_2/ppo/results/20260909T083950Z-45ea794b/checkpoint_probes/steps_002516889/probe_battery.json,layer_1,strata,shuffled_training_labels,/layers/layer_1/shuffled_training_labels/strata,0.1564254080143928,0.15499401324917533,1.0092351616376065,-0.009235161637606737,-0.009235161637606515,0.19945470845124205,0.19624504636774986,-0.016355378863818437,-0.01635537886381866,0.01,10,"{""0.0001"": 0.15430647592509994, ""0.01"": 0.1540712426438327, ""1e-06"": 0.15466402459527612, ""1e-08"": 0.15466402459527612, ""1e-10"": 0.15466402459527612, ""1e-15"": 0.15466402459527612}"
token_cycle_2,42,2516889,76,final,20000,20000,experiments/strata_token_guess_cycle_2/ppo/results/20260909T083950Z-45ea794b/checkpoint_probes/steps_002516889/probe_battery.json,layer_2,strata,probe_fits,/layers/layer_2/probe_fits/strata,0.00814699491146601,0.15499401324917533,0.052563287708206737,0.9474367122917933,0.9474367122917933,0.018307135113057357,0.19624504636774986,0.9067128803916353,0.9067128803916353,1e-15,10,"{""0.0001"": 0.007649122671445232, ""0.01"": 0.023369487687338646, ""1e-06"": 0.007615536726252382, ""1e-08"": 0.007615536726252382, ""1e-10"": 0.007615536726252382, ""1e-15"": 0.007615536726252382}"
token_cycle_2,42,2516889,76,final,20000,20000,experiments/strata_token_guess_cycle_2/ppo/results/20260909T083950Z-45ea794b/checkpoint_probes/steps_002516889/probe_battery.json,layer_2,strata,shuffled_training_labels,/layers/layer_2/shuffled_training_labels/strata,0.15567862367398932,0.15499401324917533,1.0044170120539648,-0.0044170120539648305,-0.0044170120539648305,0.1971855374017925,0.19624504636774986,-0.004792431969366628,-0.004792431969366628,0.01,10,"{""0.0001"": 0.1544945219757245, ""0.01"": 0.15409819143408326, ""1e-06"": 0.15449395071005362, ""1e-08"": 0.15449395071005362, ""1e-10"": 0.15449395071005362, ""1e-15"": 0.15449395071005362}"
token_cycle_2,42,2516889,76,final,20000,20000,experiments/strata_token_guess_cycle_2/ppo/results/20260909T083950Z-45ea794b/checkpoint_probes/steps_002516889/probe_battery.json,layer_3,strata,probe_fits,/layers/layer_3/probe_fits/strata,0.008317803338936584,0.15499401324917533,0.053665320127974946,0.946334679872025,0.946334679872025,0.017177583790068583,0.19624504636774986,0.9124687012079838,0.9124687012079838,1e-15,10,"{""0.0001"": 0.007769201850682253, ""0.01"": 0.026827767083788166, ""1e-06"": 0.007769201850682253, ""1e-08"": 0.007769201850682253, ""1e-10"": 0.007769201850682253, ""1e-15"": 0.007769201850682253}"
token_cycle_2,42,2516889,76,final,20000,20000,experiments/strata_token_guess_cycle_2/ppo/results/20260909T083950Z-45ea794b/checkpoint_probes/steps_002516889/probe_battery.json,layer_3,strata,shuffled_training_labels,/layers/layer_3/shuffled_training_labels/strata,0.15575656877445065,0.15499401324917533,1.0049199030936078,-0.0049199030936080135,-0.004919903093607791,0.1972685785395473,0.19624504636774986,-0.0052155822057256,-0.0052155822057256,0.01,10,"{""0.0001"": 0.15462506248332822, ""0.01"": 0.15409730115851905, ""1e-06"": 0.15462506248332822, ""1e-08"": 0.15462506248332822, ""1e-10"": 0.15462506248332822, ""1e-15"": 0.15462506248332822}"
token_cycle_2,42,2516889,76,final,20000,20000,experiments/strata_token_guess_cycle_2/ppo/results/20260909T083950Z-45ea794b/checkpoint_probes/steps_002516889/probe_battery.json,control,strata,current_visible_token,/controls/current_visible_token/strata,0.1058836277544457,0.15499401324917533,0.683146565049725,0.31685343495027496,0.31685343495027496,0.19772831038453073,0.19624504636774986,-0.00755822398697048,-0.00755822398697048,,,
token_cycle_2,42,2516889,76,final,20000,20000,experiments/strata_token_guess_cycle_2/ppo/results/20260909T083950Z-45ea794b/checkpoint_probes/steps_002516889/probe_battery.json,control,strata,train_mean,/controls/train_mean/strata,0.15557137319727063,0.15499401324917533,1.0037250467678847,-0.0037250467678846544,-0.0037250467678846544,0.19775971898829406,0.19624504636774986,-0.007718271867641402,-0.007718271867641402,,,
explore_cycle_3_both,42,0,0,initial,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000000000/probe_battery.json,layer_1,factor_1,probe_fits,/layers/layer_1/probe_fits/factor_1,0.1309796217442726,0.1782648981297332,0.7347471269916049,0.26525287300839506,0.26525287300839506,0.19903647876013822,0.2681694260417247,0.2577957834418829,0.2577957834418829,1e-15,10,"{""0.0001"": 0.1312362820816642, ""0.01"": 0.1496952247358437, ""1e-06"": 0.1312362820816642, ""1e-08"": 0.1312362820816642, ""1e-10"": 0.1312362820816642, ""1e-15"": 0.1312362820816642}"
explore_cycle_3_both,42,0,0,initial,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000000000/probe_battery.json,layer_1,factor_2,probe_fits,/layers/layer_1/probe_fits/factor_2,0.1313627270644506,0.17981306599866392,0.7305516222354312,0.26944837776456865,0.26944837776456876,0.1936274975574512,0.2690431533314115,0.2803106298752829,0.280310629875283,1e-15,10,"{""0.0001"": 0.1327416100366244, ""0.01"": 0.14207118196749396, ""1e-06"": 0.1327416100366244, ""1e-08"": 0.1327416100366244, ""1e-10"": 0.1327416100366244, ""1e-15"": 0.1327416100366244}"
explore_cycle_3_both,42,0,0,initial,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000000000/probe_battery.json,layer_1,factor_1,shuffled_training_labels,/layers/layer_1/shuffled_training_labels/factor_1,0.1788348199979695,0.1782648981297332,1.0031970504244843,-0.00319705042448426,-0.00319705042448426,0.2695001425527655,0.2681694260417247,-0.0049622230642867304,-0.0049622230642867304,0.01,10,"{""0.0001"": 0.1793474683146558, ""0.01"": 0.17901688843520785, ""1e-06"": 0.1793474683146558, ""1e-08"": 0.1793474683146558, ""1e-10"": 0.1793474683146558, ""1e-15"": 0.1793474683146558}"
explore_cycle_3_both,42,0,0,initial,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000000000/probe_battery.json,layer_1,factor_2,shuffled_training_labels,/layers/layer_1/shuffled_training_labels/factor_2,0.18225766248253386,0.17981306599866392,1.0135952105053818,-0.013595210505381594,-0.013595210505381816,0.2719510609649505,0.2690431533314115,-0.0108083316655041,-0.0108083316655041,0.01,10,"{""0.0001"": 0.18103120723135574, ""0.01"": 0.18070024172695687, ""1e-06"": 0.18103120723135574, ""1e-08"": 0.18103120723135574, ""1e-10"": 0.18103120723135574, ""1e-15"": 0.18103120723135574}"
explore_cycle_3_both,42,0,0,initial,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000000000/probe_battery.json,layer_2,factor_1,probe_fits,/layers/layer_2/probe_fits/factor_1,0.13188337125445249,0.1782648981297332,0.7398168267455194,0.2601831732544806,0.2601831732544806,0.20093721097168823,0.2681694260417247,0.25070797988573,0.25070797988573,1e-15,10,"{""0.0001"": 0.13146513126751885, ""0.01"": 0.13651070449561736, ""1e-06"": 0.13146513126751885, ""1e-08"": 0.13146513126751885, ""1e-10"": 0.13146513126751885, ""1e-15"": 0.13146513126751885}"
explore_cycle_3_both,42,0,0,initial,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000000000/probe_battery.json,layer_2,factor_2,probe_fits,/layers/layer_2/probe_fits/factor_2,0.13345141660451543,0.17981306599866392,0.7421675163778533,0.2578324836221466,0.2578324836221467,0.19749186157256512,0.2690431533314115,0.26594726858077067,0.26594726858077067,1e-15,10,"{""0.0001"": 0.13485006745849898, ""0.01"": 0.14037767126729753, ""1e-06"": 0.13485006745849898, ""1e-08"": 0.13485006745849898, ""1e-10"": 0.13485006745849898, ""1e-15"": 0.13485006745849898}"
explore_cycle_3_both,42,0,0,initial,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000000000/probe_battery.json,layer_2,factor_1,shuffled_training_labels,/layers/layer_2/shuffled_training_labels/factor_1,0.1794150292473302,0.1782648981297332,1.0064518092437917,-0.00645180924379174,-0.00645180924379174,0.2699879705474048,0.2681694260417247,-0.006781326762421935,-0.006781326762421935,0.01,10,"{""0.0001"": 0.17933539316687214, ""0.01"": 0.17907347705691865, ""1e-06"": 0.17933539316687214, ""1e-08"": 0.17933539316687214, ""1e-10"": 0.17933539316687214, ""1e-15"": 0.17933539316687214}"
explore_cycle_3_both,42,0,0,initial,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000000000/probe_battery.json,layer_2,factor_2,shuffled_training_labels,/layers/layer_2/shuffled_training_labels/factor_2,0.18216587271031234,0.17981306599866392,1.0130847371884861,-0.013084737188485907,-0.013084737188486129,0.2709062789452254,0.2690431533314115,-0.006925006604865613,-0.006925006604865613,0.01,10,"{""0.0001"": 0.18101929361004795, ""0.01"": 0.18068380901799794, ""1e-06"": 0.18101929361004795, ""1e-08"": 0.18101929361004795, ""1e-10"": 0.18101929361004795, ""1e-15"": 0.18101929361004795}"
explore_cycle_3_both,42,0,0,initial,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000000000/probe_battery.json,layer_3,factor_1,probe_fits,/layers/layer_3/probe_fits/factor_1,0.13318889798401876,0.1782648981297332,0.7471403477710449,0.2528596522289551,0.2528596522289551,0.20276302011876088,0.2681694260417247,0.2438995633782175,0.2438995633782175,1e-15,10,"{""0.0001"": 0.13266389446805132, ""0.01"": 0.13678270055927927, ""1e-06"": 0.13266389446805132, ""1e-08"": 0.13266389446805132, ""1e-10"": 0.13266389446805132, ""1e-15"": 0.13266389446805132}"
explore_cycle_3_both,42,0,0,initial,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000000000/probe_battery.json,layer_3,factor_2,probe_fits,/layers/layer_3/probe_fits/factor_2,0.13336040165753693,0.17981306599866392,0.7416613521206954,0.2583386478793046,0.2583386478793046,0.19486676629553548,0.2690431533314115,0.27570442182746935,0.27570442182746946,1e-15,10,"{""0.0001"": 0.13507080775585825, ""0.01"": 0.13958270914691412, ""1e-06"": 0.13507080775585825, ""1e-08"": 0.13507080775585825, ""1e-10"": 0.13507080775585825, ""1e-15"": 0.13507080775585825}"
explore_cycle_3_both,42,0,0,initial,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000000000/probe_battery.json,layer_3,factor_1,shuffled_training_labels,/layers/layer_3/shuffled_training_labels/factor_1,0.17949018149268448,0.1782648981297332,1.0068733854831005,-0.006873385483100236,-0.006873385483100458,0.27104379073914087,0.2681694260417247,-0.010718465336793992,-0.010718465336793992,0.01,10,"{""0.0001"": 0.17942764033955635, ""0.01"": 0.179114485886548, ""1e-06"": 0.17942764033955635, ""1e-08"": 0.17942764033955635, ""1e-10"": 0.17942764033955635, ""1e-15"": 0.17942764033955635}"
explore_cycle_3_both,42,0,0,initial,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000000000/probe_battery.json,layer_3,factor_2,shuffled_training_labels,/layers/layer_3/shuffled_training_labels/factor_2,0.18225119303124948,0.17981306599866392,1.0135592317446145,-0.013559231744614486,-0.013559231744614486,0.27171768899499454,0.2690431533314115,-0.009940917025636153,-0.009940917025636153,0.01,10,"{""0.0001"": 0.18099309398092217, ""0.01"": 0.18072373616705736, ""1e-06"": 0.18099309398092217, ""1e-08"": 0.18099309398092217, ""1e-10"": 0.18099309398092217, ""1e-15"": 0.18099309398092217}"
explore_cycle_3_both,42,0,0,initial,20000,20000,experiments/strata_two_factor_explore_cycle_3/reward_both_state_0/results/20260909T084200Z-e5f5f91b/checkpoint_probes/steps_000000000/probe_battery.json,control,factor_1,current_token_preceding_action,/controls/current_token_preceding_action/factor_1,0.1284142892218239,0.1782648981297332,0.7203565624476993,0.2796434375523007,0.2796434375523007,0.19714797453331834,0.2681694260417247,0.26483798901578026,0.26483798901578026,,,
